tanh ,(64,), 1, 0.7725055432372505
tanh ,(64,), 2, 0.6024710424710424
tanh ,(64,), 3, 0.5356415478615071
logistic ,(64,), 1, 0.7755914216228167
logistic ,(64,), 2, 0.6114404496112095
logistic ,(64,), 3, 0.5375215415948613
tanh ,(128, 64), 1, 0.7742698706099815
tanh ,(128, 64), 2, 0.5964559312853053
tanh ,(128, 64), 3, 0.5317248942503525
tanh ,(256,), 1, 0.7665159042040482
tanh ,(256,), 2, 0.5864020466702844
tanh ,(256,), 3, 0.524518251605828
relu ,(64,), 1, 0.775655264326966
relu ,(64,), 2, 0.5999690976514215
relu ,(64,), 3, 0.533761554128153
logistic ,(256,), 1, 0.7688445921004061
logistic ,(256,), 2, 0.6013435255964791
logistic ,(256,), 3, 0.5336048879837068
logistic ,(128, 64), 1, 0.7771319255389595
logistic ,(128, 64), 2, 0.6078234704112337
logistic ,(128, 64), 3, 0.539714867617108
relu ,(128, 64), 1, 0.7858307395879651
relu ,(128, 64), 2, 0.6197204849046406
relu ,(128, 64), 3, 0.5470781764060787
relu ,(256,), 1, 0.7692307692307693
relu ,(256,), 2, 0.5959329400807203
relu ,(256,), 3, 0.5328215572614758
