relu ,(64,), 1, 0.7626830821481638
relu ,(64,), 2, 0.6950369588173179
relu ,(64,), 3, 0.6863780359028511
tanh ,(64,), 1, 0.7723318480797794
tanh ,(64,), 2, 0.7092618016686028
tanh ,(64,), 3, 0.700739176346357
logistic ,(64,), 1, 0.7665179519864032
logistic ,(64,), 2, 0.700739176346357
logistic ,(64,), 3, 0.6914466737064414
relu ,(128, 64), 1, 0.7763032169020067
relu ,(128, 64), 2, 0.7098341607689871
tanh ,(128, 64), 1, 0.7998726655348048
relu ,(128, 64), 3, 0.7022175290390708
tanh ,(256,), 1, 0.7627640377879206
tanh ,(128, 64), 2, 0.7348964934516266
tanh ,(256,), 2, 0.693631851304256
tanh ,(128, 64), 3, 0.7275607180570222
tanh ,(256,), 3, 0.684688489968321
relu ,(256,), 1, 0.7917683250238676
relu ,(256,), 2, 0.7251029675784137
relu ,(256,), 3, 0.7151003167898627
logistic ,(128, 64), 1, 0.7625517460991402
logistic ,(128, 64), 2, 0.6900411870313655
logistic ,(128, 64), 3, 0.6815205913410771
logistic ,(256,), 1, 0.7420622278857386
logistic ,(256,), 2, 0.666103306221612
logistic ,(256,), 3, 0.6597676874340022
