15, 62, 0.6687289088863893,
896783, 62, 0.6708822643781993,
9, 58, 0.6627433885498402,
45234, 62, 0.6732531500572738,
12, 62, 0.6804384485666105,
896783, 3, 0.49232158988256547,
15, 3, 0.45528683914510687,
9, 3, 0.45292066259808195,
45234, 3, 0.4884020618556701,
12, 3, 0.4749859471613266,
896783, 2, 0.33935561577838,
15, 2, 0.39707536557930256,
9, 2, 0.2611159546643418,
45234, 2, 0.29395761741122567,
12, 2, 0.3191399662731872,
896783, 1, 0.08747365251430292,
15, 1, 0.07733408323959505,
9, 1, 0.08035454809648358,
45234, 1, 0.0836197021764032,
12, 1, 0.08600337268128162,
