896783, 1, 0.17358803986710963,
12, 1, 0.18518518518518517,
45234, 1, 0.20914479254868756,
9, 1, 0.1993327773144287,
15, 1, 0.19901315789473684,
896783, 2, 0.3754152823920266,
12, 2, 0.37037037037037035,
45234, 2, 0.37679932260795934,
9, 2, 0.3878231859883236,
15, 2, 0.34539473684210525,
896783, 3, 0.4161129568106312,
12, 3, 0.405761316872428,
45234, 3, 0.4005080440304826,
9, 3, 0.4153461217681401,
15, 3, 0.375,
896783, 4, 0.4169435215946844,
12, 4, 0.4082304526748971,
9, 4, 0.4153461217681401,
45234, 4, 0.4022015241320914,
15, 4, 0.3717105263157895,
896783, 5, 0.4127906976744186,
12, 5, 0.41069958847736626,
9, 5, 0.41618015012510423,
45234, 5, 0.4038950042337002,
15, 5, 0.3725328947368421,
896783, 14, 0.41445182724252494,
12, 15, 0.41069958847736626,
9, 15, 0.41618015012510423,
45234, 15, 0.40304826418289585,
15, 15, 0.3725328947368421,
